video_name,ground_truth,model_name,template_type,predicted_category,response,num_segment
Shoplifting027_x264.mp4,Shoplifting,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_203_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_189_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_943_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_129_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_003_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Shoplifting049_x264.mp4,Shoplifting,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_877_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Shoplifting021_x264.mp4,Shoplifting,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_873_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_900_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Shooting013_x264.mp4,Shooting,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_006_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Shoplifting005_x264.mp4,Shoplifting,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_868_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_597_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
RoadAccidents001_x264.mp4,RoadAccidents,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_897_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Explosion007_x264.mp4,Explosion,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_175_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Fighting033_x264.mp4,Fighting,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Shooting018_x264.mp4,Shooting,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Burglary021_x264.mp4,Burglary,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_312_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_621_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_869_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Shoplifting004_x264.mp4,Shoplifting,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_929_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Burglary018_x264.mp4,Burglary,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_063_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_889_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_801_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_048_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_289_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_902_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_686_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Shooting024_x264.mp4,Shooting,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
RoadAccidents004_x264.mp4,RoadAccidents,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Shooting011_x264.mp4,Shooting,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
RoadAccidents131_x264.mp4,RoadAccidents,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Burglary005_x264.mp4,Burglary,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Explosion010_x264.mp4,Explosion,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_453_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_936_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_782_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_906_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_941_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Shoplifting007_x264.mp4,Shoplifting,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_878_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_182_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_881_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Stealing019_x264.mp4,Stealing,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Arrest007_x264.mp4,Arrest,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Shoplifting020_x264.mp4,Shoplifting,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_722_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_067_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Explosion025_x264.mp4,Explosion,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_879_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_931_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Explosion033_x264.mp4,Explosion,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_866_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_070_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_875_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Burglary061_x264.mp4,Burglary,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Explosion027_x264.mp4,Explosion,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Robbery048_x264.mp4,Robbery,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Shooting047_x264.mp4,Shooting,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Assault011_x264.mp4,Assault,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Shoplifting044_x264.mp4,Shoplifting,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_926_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Fighting003_x264.mp4,Fighting,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_024_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_042_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Shoplifting010_x264.mp4,Shoplifting,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_932_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Fighting018_x264.mp4,Fighting,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_247_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_924_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_360_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_251_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Explosion013_x264.mp4,Explosion,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_888_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_874_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Arson009_x264.mp4,Arson,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_831_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Vandalism015_x264.mp4,Vandalism,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Vandalism017_x264.mp4,Vandalism,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_576_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Arson007_x264.mp4,Arson,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
RoadAccidents122_x264.mp4,RoadAccidents,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Explosion021_x264.mp4,Explosion,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Shooting034_x264.mp4,Shooting,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_934_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_828_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Explosion029_x264.mp4,Explosion,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_059_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_899_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_025_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_696_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_890_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_907_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_027_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_018_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Arson041_x264.mp4,Arson,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_248_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
RoadAccidents019_x264.mp4,RoadAccidents,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Shooting048_x264.mp4,Shooting,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Explosion004_x264.mp4,Explosion,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_100_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_051_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_882_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Abuse030_x264.mp4,Abuse,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Explosion039_x264.mp4,Explosion,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Arrest039_x264.mp4,Arrest,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_798_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_783_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_310_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_033_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Explosion028_x264.mp4,Explosion,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_885_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Explosion008_x264.mp4,Explosion,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_898_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Abuse028_x264.mp4,Abuse,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_887_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_224_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Fighting042_x264.mp4,Fighting,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Shoplifting028_x264.mp4,Shoplifting,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_901_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_010_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
RoadAccidents002_x264.mp4,RoadAccidents,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_911_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Shooting033_x264.mp4,Shooting,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_927_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_893_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Shoplifting033_x264.mp4,Shoplifting,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_905_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Arson016_x264.mp4,Arson,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_606_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_930_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_908_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Burglary079_x264.mp4,Burglary,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
RoadAccidents124_x264.mp4,RoadAccidents,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_417_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_935_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_641_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Shooting002_x264.mp4,Shooting,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_912_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_439_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
RoadAccidents012_x264.mp4,RoadAccidents,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Explosion002_x264.mp4,Explosion,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_937_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_928_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
RoadAccidents132_x264.mp4,RoadAccidents,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_909_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Shooting007_x264.mp4,Shooting,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Assault006_x264.mp4,Assault,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_758_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Burglary092_x264.mp4,Burglary,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_168_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_944_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_896_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Shoplifting029_x264.mp4,Shoplifting,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_704_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_867_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_925_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Explosion022_x264.mp4,Explosion,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Shoplifting037_x264.mp4,Shoplifting,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_710_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_876_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Shooting008_x264.mp4,Shooting,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_886_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Robbery050_x264.mp4,Robbery,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_717_x264.mp4,Normal,backseollgi/InternVL3-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
